State, FacilityName, FacilityID, UnitID, Year, Latitude,Longitude
FL,Intercession City,8049,2B,2012,28.2628,-81.5486
FL,Intercession City,8049,2B,2013,28.2628,-81.5486
FL,Intercession City,8049,2B,2014,28.2628,-81.5486
FL,Intercession City,8049,3A,2010,28.2628,-81.5486
FL,Intercession City,8049,3A,2011,28.2628,-81.5486
FL,Intercession City,8049,3A,2012,28.2628,-81.5486
FL,Intercession City,8049,3A,2013,28.2628,-81.5486
FL,Intercession City,8049,3A,2014,28.2628,-81.5486
FL,Intercession City,8049,3B,2010,28.2628,-81.5486
FL,Intercession City,8049,3B,2011,28.2628,-81.5486
FL,Intercession City,8049,3B,2012,28.2628,-81.5486
FL,Intercession City,8049,3B,2013,28.2628,-81.5486
FL,Intercession City,8049,3B,2014,28.2628,-81.5486
FL,Intercession City,8049,4A,2010,28.2628,-81.5486
FL,Intercession City,8049,4A,2011,28.2628,-81.5486
FL,Intercession City,8049,4A,2012,28.2628,-81.5486
FL,Intercession City,8049,4A,2013,28.2628,-81.5486
FL,Intercession City,8049,4A,2014,28.2628,-81.5486
FL,Intercession City,8049,4B,2010,28.2628,-81.5486
FL,Intercession City,8049,4B,2011,28.2628,-81.5486
FL,Intercession City,8049,4B,2012,28.2628,-81.5486
FL,Intercession City,8049,4B,2013,28.2628,-81.5486
FL,Intercession City,8049,4B,2014,28.2628,-81.5486
FL,Intercession City,8049,5A,2010,28.2628,-81.5486
FL,Intercession City,8049,5A,2011,28.2628,-81.5486
FL,Intercession City,8049,5A,2012,28.2628,-81.5486
FL,Intercession City,8049,5A,2013,28.2628,-81.5486
FL,Intercession City,8049,5A,2014,28.2628,-81.5486
FL,Intercession City,8049,5B,2010,28.2628,-81.5486
FL,Intercession City,8049,5B,2011,28.2628,-81.5486
FL,Intercession City,8049,5B,2012,28.2628,-81.5486
FL,Intercession City,8049,5B,2013,28.2628,-81.5486
FL,Intercession City,8049,5B,2014,28.2628,-81.5486
FL,Intercession City,8049,6A,2010,28.2628,-81.5486
FL,Intercession City,8049,6A,2011,28.2628,-81.5486
FL,Intercession City,8049,6A,2012,28.2628,-81.5486
FL,Intercession City,8049,6A,2013,28.2628,-81.5486
FL,Intercession City,8049,6A,2014,28.2628,-81.5486
FL,Intercession City,8049,6B,2010,28.2628,-81.5486
FL,Intercession City,8049,6B,2011,28.2628,-81.5486
FL,Intercession City,8049,6B,2012,28.2628,-81.5486
FL,Intercession City,8049,6B,2013,28.2628,-81.5486
FL,Intercession City,8049,6B,2014,28.2628,-81.5486
FL,J D Kennedy,666,7,2010,30.3644,-81.6236
FL,J D Kennedy,666,7,2011,30.3644,-81.6236
FL,J D Kennedy,666,7,2012,30.3644,-81.6236
FL,J D Kennedy,666,7,2013,30.3644,-81.6236
FL,J D Kennedy,666,7,2014,30.3644,-81.6236
FL,J D Kennedy,666,CT8,2010,30.3644,-81.6236
FL,J D Kennedy,666,CT8,2011,30.3644,-81.6236
FL,J D Kennedy,666,CT8,2012,30.3644,-81.6236
FL,J D Kennedy,666,CT8,2013,30.3644,-81.6236
FL,J D Kennedy,666,CT8,2014,30.3644,-81.6236
FL,J R Kelly,664,CC1,2010,29.6467,-82.3219
FL,J R Kelly,664,CC1,2011,29.6467,-82.3219
FL,J R Kelly,664,CC1,2012,29.6467,-82.3219
FL,J R Kelly,664,CC1,2013,29.6467,-82.3219
FL,J R Kelly,664,CC1,2014,29.6467,-82.3219
FL,Lansing Smith Generating Plant,643,1,2010,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,1,2011,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,1,2012,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,1,2013,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,1,2014,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,2,2010,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,2,2011,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,2,2012,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,2,2013,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,2,2014,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,4,2010,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,4,2011,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,4,2012,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,4,2013,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,4,2014,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,5,2010,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,5,2011,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,5,2012,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,5,2013,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,5,2014,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AA,2010,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AA,2011,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AA,2012,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AA,2013,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AA,2014,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AB,2010,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AB,2011,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AB,2012,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AB,2013,30.2689,-85.7003
FL,Lansing Smith Generating Plant,643,AB,2014,30.2689,-85.7003
FL,Lauderdale,613,4GT1,2010,26.0681,-80.1983
FL,Lauderdale,613,4GT1,2011,26.0681,-80.1983
FL,Lauderdale,613,4GT1,2012,26.0681,-80.1983
FL,Lauderdale,613,4GT1,2013,26.0681,-80.1983
FL,Lauderdale,613,4GT1,2014,26.0681,-80.1983
FL,Lauderdale,613,4GT2,2010,26.0681,-80.1983
FL,Lauderdale,613,4GT2,2011,26.0681,-80.1983
FL,Lauderdale,613,4GT2,2012,26.0681,-80.1983
FL,Lauderdale,613,4GT2,2013,26.0681,-80.1983
FL,Lauderdale,613,4GT2,2014,26.0681,-80.1983
FL,Lauderdale,613,5GT1,2010,26.0681,-80.1983
FL,Lauderdale,613,5GT1,2011,26.0681,-80.1983
FL,Lauderdale,613,5GT1,2012,26.0681,-80.1983
FL,Lauderdale,613,5GT1,2013,26.0681,-80.1983
FL,Lauderdale,613,5GT1,2014,26.0681,-80.1983
FL,Lauderdale,613,5GT2,2010,26.0681,-80.1983
FL,Lauderdale,613,5GT2,2011,26.0681,-80.1983
FL,Lauderdale,613,5GT2,2012,26.0681,-80.1983
FL,Lauderdale,613,5GT2,2013,26.0681,-80.1983
FL,Lauderdale,613,5GT2,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL01,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL01,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL01,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL01,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL01,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL02,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL02,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL02,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL02,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL02,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL03,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL03,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL03,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL03,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL03,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL04,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL04,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL04,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL04,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL04,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL05,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL05,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL05,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL05,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL05,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL06,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL06,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL06,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL06,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL06,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL07,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL07,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL07,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL07,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL07,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL08,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL08,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL08,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL08,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL08,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL09,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL09,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL09,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL09,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL09,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL10,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL10,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL10,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL10,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL10,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL11,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL11,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL11,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL11,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL11,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL12,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL12,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL12,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL12,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL12,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL13,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL13,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL13,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL13,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL13,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL14,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL14,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL14,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL14,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL14,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL15,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL15,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL15,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL15,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL15,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL16,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL16,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL16,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL16,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL16,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL17,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL17,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL17,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL17,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL17,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL18,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL18,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL18,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL18,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL18,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL19,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL19,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL19,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL19,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL19,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL20,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL20,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL20,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL20,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL20,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL21,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL21,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL21,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL21,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL21,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL22,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL22,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL22,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL22,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL22,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL23,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL23,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL23,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL23,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL23,2014,26.0681,-80.1983
FL,Lauderdale,613,GFL24,2010,26.0681,-80.1983
FL,Lauderdale,613,GFL24,2011,26.0681,-80.1983
FL,Lauderdale,613,GFL24,2012,26.0681,-80.1983
FL,Lauderdale,613,GFL24,2013,26.0681,-80.1983
FL,Lauderdale,613,GFL24,2014,26.0681,-80.1983
FL,Manatee,6042,MTCT3A,2010,27.6058,-82.3456
FL,Manatee,6042,MTCT3A,2011,27.6058,-82.3456
FL,Manatee,6042,MTCT3A,2012,27.6058,-82.3456
FL,Manatee,6042,MTCT3A,2013,27.6058,-82.3456
FL,Manatee,6042,MTCT3A,2014,27.6058,-82.3456
FL,Manatee,6042,MTCT3B,2010,27.6058,-82.3456
FL,Manatee,6042,MTCT3B,2011,27.6058,-82.3456
FL,Manatee,6042,MTCT3B,2012,27.6058,-82.3456
FL,Manatee,6042,MTCT3B,2013,27.6058,-82.3456
FL,Manatee,6042,MTCT3B,2014,27.6058,-82.3456
FL,Manatee,6042,MTCT3C,2010,27.6058,-82.3456
FL,Manatee,6042,MTCT3C,2011,27.6058,-82.3456
FL,Manatee,6042,MTCT3C,2012,27.6058,-82.3456
FL,Manatee,6042,MTCT3C,2013,27.6058,-82.3456
FL,Manatee,6042,MTCT3C,2014,27.6058,-82.3456
FL,Manatee,6042,MTCT3D,2010,27.6058,-82.3456
FL,Manatee,6042,MTCT3D,2011,27.6058,-82.3456
FL,Manatee,6042,MTCT3D,2012,27.6058,-82.3456
FL,Manatee,6042,MTCT3D,2013,27.6058,-82.3456
FL,Manatee,6042,MTCT3D,2014,27.6058,-82.3456
FL,Manatee,6042,PMT1,2010,27.6058,-82.3456
FL,Manatee,6042,PMT1,2011,27.6058,-82.3456
FL,Manatee,6042,PMT1,2012,27.6058,-82.3456
FL,Manatee,6042,PMT1,2013,27.6058,-82.3456
FL,Manatee,6042,PMT1,2014,27.6058,-82.3456
FL,Manatee,6042,PMT2,2010,27.6058,-82.3456
FL,Manatee,6042,PMT2,2011,27.6058,-82.3456
FL,Manatee,6042,PMT2,2012,27.6058,-82.3456
FL,Manatee,6042,PMT2,2013,27.6058,-82.3456
FL,Manatee,6042,PMT2,2014,27.6058,-82.3456
FL,Martin,6043,HRSG3A,2010,27.0536,-80.5628
FL,Martin,6043,HRSG3A,2011,27.0536,-80.5628
FL,Martin,6043,HRSG3A,2012,27.0536,-80.5628
FL,Martin,6043,HRSG3A,2013,27.0536,-80.5628
FL,Martin,6043,HRSG3A,2014,27.0536,-80.5628
FL,Martin,6043,HRSG3B,2010,27.0536,-80.5628
FL,Martin,6043,HRSG3B,2011,27.0536,-80.5628
FL,Martin,6043,HRSG3B,2012,27.0536,-80.5628
FL,Martin,6043,HRSG3B,2013,27.0536,-80.5628
FL,Martin,6043,HRSG3B,2014,27.0536,-80.5628
FL,Martin,6043,HRSG4A,2010,27.0536,-80.5628
FL,Martin,6043,HRSG4A,2011,27.0536,-80.5628
FL,Martin,6043,HRSG4A,2012,27.0536,-80.5628
FL,Martin,6043,HRSG4A,2013,27.0536,-80.5628
FL,Martin,6043,HRSG4A,2014,27.0536,-80.5628
FL,Martin,6043,HRSG4B,2010,27.0536,-80.5628
FL,Martin,6043,HRSG4B,2011,27.0536,-80.5628
FL,Martin,6043,HRSG4B,2012,27.0536,-80.5628
FL,Martin,6043,HRSG4B,2013,27.0536,-80.5628
FL,Martin,6043,HRSG4B,2014,27.0536,-80.5628
FL,Martin,6043,PMR1,2010,27.0536,-80.5628
FL,Martin,6043,PMR1,2011,27.0536,-80.5628
FL,Martin,6043,PMR1,2012,27.0536,-80.5628
FL,Martin,6043,PMR1,2013,27.0536,-80.5628
FL,Martin,6043,PMR1,2014,27.0536,-80.5628
FL,Martin,6043,PMR2,2010,27.0536,-80.5628
FL,Martin,6043,PMR2,2011,27.0536,-80.5628
FL,Martin,6043,PMR2,2012,27.0536,-80.5628
FL,Martin,6043,PMR2,2013,27.0536,-80.5628
FL,Martin,6043,PMR2,2014,27.0536,-80.5628
FL,Martin,6043,PMR8A,2010,27.0536,-80.5628
FL,Martin,6043,PMR8A,2011,27.0536,-80.5628
FL,Martin,6043,PMR8A,2012,27.0536,-80.5628
FL,Martin,6043,PMR8A,2013,27.0536,-80.5628
FL,Martin,6043,PMR8A,2014,27.0536,-80.5628
FL,Martin,6043,PMR8B,2010,27.0536,-80.5628
FL,Martin,6043,PMR8B,2011,27.0536,-80.5628
FL,Martin,6043,PMR8B,2012,27.0536,-80.5628
FL,Martin,6043,PMR8B,2013,27.0536,-80.5628
FL,Martin,6043,PMR8B,2014,27.0536,-80.5628
FL,Martin,6043,PMR8C,2010,27.0536,-80.5628
FL,Martin,6043,PMR8C,2011,27.0536,-80.5628
FL,Martin,6043,PMR8C,2012,27.0536,-80.5628
FL,Martin,6043,PMR8C,2013,27.0536,-80.5628
FL,Martin,6043,PMR8C,2014,27.0536,-80.5628
FL,Martin,6043,PMR8D,2010,27.0536,-80.5628
FL,Martin,6043,PMR8D,2011,27.0536,-80.5628
FL,Martin,6043,PMR8D,2012,27.0536,-80.5628
FL,Martin,6043,PMR8D,2013,27.0536,-80.5628
FL,Martin,6043,PMR8D,2014,27.0536,-80.5628
FL,Midulla Generating Station,7380,1,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,1,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,1,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,1,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,1,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,2,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,2,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,2,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,2,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,2,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,4A,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,4A,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,4A,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,4A,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,4A,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,4B,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,4B,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,4B,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,4B,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,4B,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,5A,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,5A,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,5A,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,5A,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,5A,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,5B,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,5B,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,5B,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,5B,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,5B,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,6A,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,6A,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,6A,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,6A,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,6A,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,6B,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,6B,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,6B,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,6B,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,6B,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,7A,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,7A,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,7A,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,7A,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,7A,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,7B,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,7B,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,7B,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,7B,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,7B,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,8A,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,8A,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,8A,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,8A,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,8A,2014,27.6417,-81.9625
FL,Midulla Generating Station,7380,8B,2010,27.6417,-81.9625
FL,Midulla Generating Station,7380,8B,2011,27.6417,-81.9625
FL,Midulla Generating Station,7380,8B,2012,27.6417,-81.9625
FL,Midulla Generating Station,7380,8B,2013,27.6417,-81.9625
FL,Midulla Generating Station,7380,8B,2014,27.6417,-81.9625
FL,Mulberry Cogeneration Facility,54426,1,2010,27.8489,-81.8775
FL,Mulberry Cogeneration Facility,54426,1,2011,27.8489,-81.8775
FL,Mulberry Cogeneration Facility,54426,1,2012,27.8489,-81.8775
FL,Mulberry Cogeneration Facility,54426,1,2013,27.8489,-81.8775
FL,Mulberry Cogeneration Facility,54426,1,2014,27.8489,-81.8775
FL,Northside,667,1A,2010,30.4172,-81.5525
FL,Northside,667,1A,2011,30.4172,-81.5525
FL,Northside,667,1A,2012,30.4172,-81.5525
FL,Northside,667,1A,2013,30.4172,-81.5525
FL,Northside,667,1A,2014,30.4172,-81.5525
FL,Northside,667,2A,2010,30.4172,-81.5525
FL,Northside,667,2A,2011,30.4172,-81.5525
FL,Northside,667,2A,2012,30.4172,-81.5525
FL,Northside,667,2A,2013,30.4172,-81.5525
FL,Northside,667,2A,2014,30.4172,-81.5525
FL,Northside,667,3,2010,30.4172,-81.5525
FL,Northside,667,3,2011,30.4172,-81.5525
FL,Northside,667,3,2012,30.4172,-81.5525
FL,Northside,667,3,2013,30.4172,-81.5525
FL,Northside,667,3,2014,30.4172,-81.5525
FL,Northside,667,GT3,2010,30.4172,-81.5525
FL,Northside,667,GT3,2011,30.4172,-81.5525
FL,Northside,667,GT3,2012,30.4172,-81.5525
FL,Northside,667,GT3,2013,30.4172,-81.5525
FL,Northside,667,GT3,2014,30.4172,-81.5525
FL,Northside,667,GT4,2010,30.4172,-81.5525
FL,Northside,667,GT4,2011,30.4172,-81.5525
FL,Northside,667,GT4,2012,30.4172,-81.5525
FL,Northside,667,GT4,2013,30.4172,-81.5525
FL,Northside,667,GT4,2014,30.4172,-81.5525
FL,Northside,667,GT5,2010,30.4172,-81.5525
FL,Northside,667,GT5,2011,30.4172,-81.5525
FL,Northside,667,GT5,2012,30.4172,-81.5525
FL,Northside,667,GT5,2013,30.4172,-81.5525
FL,Northside,667,GT5,2014,30.4172,-81.5525
FL,Northside,667,GT6,2010,30.4172,-81.5525
FL,Northside,667,GT6,2011,30.4172,-81.5525
FL,Northside,667,GT6,2012,30.4172,-81.5525
FL,Northside,667,GT6,2013,30.4172,-81.5525
FL,Northside,667,GT6,2014,30.4172,-81.5525
FL,Oleander Power Project,55286,O-1,2010,28.3661,-80.7947
FL,Oleander Power Project,55286,O-1,2011,28.3661,-80.7947
FL,Oleander Power Project,55286,O-1,2012,28.3661,-80.7947
FL,Oleander Power Project,55286,O-1,2013,28.3661,-80.7947
FL,Oleander Power Project,55286,O-1,2014,28.3661,-80.7947
FL,Oleander Power Project,55286,O-2,2010,28.3661,-80.7947
FL,Oleander Power Project,55286,O-2,2011,28.3661,-80.7947
FL,Oleander Power Project,55286,O-2,2012,28.3661,-80.7947
FL,Oleander Power Project,55286,O-2,2013,28.3661,-80.7947
FL,Oleander Power Project,55286,O-2,2014,28.3661,-80.7947
FL,Oleander Power Project,55286,O-3,2010,28.3661,-80.7947
FL,Oleander Power Project,55286,O-3,2011,28.3661,-80.7947
FL,Oleander Power Project,55286,O-3,2012,28.3661,-80.7947
FL,Oleander Power Project,55286,O-3,2013,28.3661,-80.7947
FL,Oleander Power Project,55286,O-3,2014,28.3661,-80.7947
FL,Oleander Power Project,55286,O-4,2010,28.3661,-80.7947
FL,Oleander Power Project,55286,O-4,2011,28.3661,-80.7947
FL,Oleander Power Project,55286,O-4,2012,28.3661,-80.7947
FL,Oleander Power Project,55286,O-4,2013,28.3661,-80.7947
FL,Oleander Power Project,55286,O-4,2014,28.3661,-80.7947
FL,Oleander Power Project,55286,O-5,2010,28.3661,-80.7947
FL,Oleander Power Project,55286,O-5,2011,28.3661,-80.7947
FL,Oleander Power Project,55286,O-5,2012,28.3661,-80.7947
FL,Oleander Power Project,55286,O-5,2013,28.3661,-80.7947
FL,Oleander Power Project,55286,O-5,2014,28.3661,-80.7947
FL,Orange Cogeneration Facility,54365,1,2010,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,1,2011,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,1,2012,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,1,2013,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,1,2014,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,2,2010,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,2,2011,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,2,2012,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,2,2013,27.8708,-81.8253
FL,Orange Cogeneration Facility,54365,2,2014,27.8708,-81.8253
FL,Orlando CoGen,54466,1,2010,28.4422,-81.4119
FL,Orlando CoGen,54466,1,2011,28.4422,-81.4119
FL,Orlando CoGen,54466,1,2012,28.4422,-81.4119
FL,Orlando CoGen,54466,1,2013,28.4422,-81.4119
FL,Orlando CoGen,54466,1,2014,28.4422,-81.4119
